date,kota_administrasi,kecamatan,kelurahan,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,jumlah_luka_ringan,ketinggian_min,ketinggian_max
29/10/2018,Jakarta Pusat,KEC. SAWAH BESAR,KEL. GUNUNG SAHARI UTARA,1,3,0,0,0,10,40
29/10/2018,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,2,3,0,0,0,,
23/10/2018,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,21,212,711,0,30,80
29/10/2018,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,4,175,290,0,50,60
29/10/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,4,8,0,0,0,10,50
2/1/2018,Jakarta Barat,PENJARINGAN,KAMAL MUARA,2,12,0,0,0,20,30
3/1/2018,Jakarta Utara,KALIDERES,KAMAL,2,3,0,0,0,10,25
3/1/2018,Jakarta Utara,GROGOL PETAMBURAN,JELAMBAR BARU,1,2,0,0,0,15,15
3/1/2018,Jakarta Utara,GROGOL PETAMBURAN,JELAMBAR,1,1,0,0,0,20,20
18/01/2018,Jakarta Utara,KEMBANGAN,KEMBANGAN UTARA,4,2,0,0,0,5,20
18/01/2018,Jakarta Utara,CENGKARENG,KAPUK,9,21,0,0,0,5,30
18/01/2018,Jakarta Utara,CENGKARENG,RAWA BUAYA,2,1,0,0,0,15,20
18/01/2018,Jakarta Utara,CENGKARENG,CENGKARENG TIMUR,4,12,0,0,0,10,40
15/02/2018,Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3,7,0,0,0,10,35
15/02/2018,Jakarta Pusat,KEMAYORAN,SERDANG,2,6,0,0,0,10,50
1/2/2018,Jakarta Utara,PENJARINGAN,KAMAL MUARA,3,5,0,0,0,5,10
15/02/2018,Jakarta Utara,PENJARINGAN,PENJARINGAN,2,3,0,0,0,10,35
15/02/2018,Jakarta Utara,PENJARINGAN,KAPUK MUARA,1,1,0,0,0,5,15
15/02/2018,Jakarta Utara,CILINCING,SUKAPURA,2,8,7,30,30,10,50
15/02/2018,Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,1,1,30,100,100,60,70
15/02/2018,Jakarta Utara,KOJA,TUGU SELATAN,1,2,38,140,140,40,40
5/2/2018,Jakarta Barat,KALIDERES,TEGAL ALUR,16,143,0,0,0,20,30
15/02/2018,Jakarta Barat,KALIDERES,KAMAL,9,2,0,0,0,30,50
15/02/2018,Jakarta Barat,CENGKARENG,KAPUK,14,47,0,0,0,5,60
15/02/2018,Jakarta Barat,CENGKARENG,RAWA BUAYA,4,15,0,0,0,5,30
15/02/2018,Jakarta Barat,CENGKARENG,DURI KOSAMBI,1,1,0,0,0,10,50
15/02/2018,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,6,13,0,0,0,10,80
15/02/2018,Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,5,39,0,0,0,10,80
15/02/2018,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,2,3,0,0,0,15,30
15/02/2018,Jakarta Barat,KEBON JERUK,DURI KEPA,5,4,0,0,0,15,60
15/02/2018,Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,2,2,0,0,0,10,50
15/02/2018,Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,1,0,0,0,0,10,30
15/02/2018,Jakarta Barat,PALMERAH,JATI PULO,1,3,0,0,0,30,50
5/2/2018,Jakarta Selatan,CILANDAK,PONDOK LABU,1,1,98,480,0,40,50
5/2/2018,Jakarta Selatan,PANCORAN,PANGADEGAN,2,6,600,2993,3200,10,300
5/2/2018,Jakarta Selatan,PANCORAN,RAWA JATI,3,8,464,1509,2008,10,250
5/2/2018,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,4,10,324,962,1811,30,200
5/2/2018,Jakarta Selatan,TEBET,KEBON BARU,1,1,0,0,1278,20,80
5/2/2018,Jakarta Selatan,TEBET,MANGGARAI,2,5,540,2347,2119,30,200
6/2/2018,Jakarta Selatan,TEBET,BUKIT DURI,2,12,0,0,0,10,40
5/2/2018,Jakarta Selatan,JAGAKARSA,LENTENG AGUNG,5,0,0,0,0,50,200
5/2/2018,Jakarta Selatan,JAGAKARSA,SRENGSENG SAWAH,7,12,113,265,0,100,300
5/2/2018,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,1,1,0,0,0,30,40
6/2/2018,Jakarta Timur,MATRAMAN,KEBON MANGGIS,2,8,41,414,414,20,80
17/05/2018,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,2,0,0,0,20,20
3/5/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,5,10,0,0,0,10,40
3/5/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. RAGUNAN,2,2,0,0,0,10,30
3/5/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,5,4,7,20,9,10,120
21/05/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,5,0,0,0,10,50
3/5/2018,Jakarta Selatan,KEC. MAMPANG PRAPATAN,KEL. BANGKA,4,7,20,60,60,100,150
3/5/2018,Jakarta Selatan,KEC. PANCORAN,KEL. DUREN TIGA,3,4,0,0,0,10,60
21/05/2018,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,1,3,0,0,0,30,60
21/05/2018,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,1,1,0,0,0,10,50
3/5/2018,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,4,4,0,0,0,10,80
3/5/2018,Jakarta Selatan,KEC. CILANDAK,KEL. CIPETE SELATAN,2,2,0,0,0,20,40
3/5/2018,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,1,4,0,0,0,40,40
21/05/2018,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,1,0,0,0,10,20
20/05/2018,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,25,187,636,0,10,100
21/05/2018,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,5,0,0,0,70,110
20/05/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,5,19,0,0,0,10,70
21/05/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CILILITAN,2,3,0,0,0,10,30
3/2/2018,Jakarta Timur,CAKUNG,RAWA TERATE,2,3,0,0,0,10,120
15/02/2018,Jakarta Timur,CAKUNG,CAKUNG BARAT,3,10,18,56,46,30,70
15/02/2018,Jakarta Timur,CAKUNG,JATINEGARA,9,14,0,0,0,10,30
3/2/2018,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,8,55,983,3074,1392,10,220
5/2/2018,Jakarta Timur,JATINEGARA,BIDARA CINA,9,32,876,2642,553,10,250
5/2/2018,Jakarta Timur,JATINEGARA,CIPINANG MUARA,1,3,0,0,0,10,120
5/2/2018,Jakarta Timur,MAKASAR,CIPINANG MELAYU,3,13,0,0,0,20,90
5/2/2018,Jakarta Timur,MAKASAR,MAKASAR,1,2,0,0,0,20,50
5/2/2018,Jakarta Timur,KRAMAT JATI,CAWANG,6,27,1066,3584,557,20,270
5/2/2018,Jakarta Timur,KRAMAT JATI,CILILITAN,5,10,251,806,350,30,250
5/2/2018,Jakarta Timur,KRAMAT JATI,BALE KAMBANG,3,9,18,54,1560,60,300
5/2/2018,Jakarta Timur,PASAR REBO,GEDONG,1,1,0,0,0,50,150
25/06/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,7,0,0,0,10,30
25/06/2018,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,1,1,0,0,0,10,15
25/06/2018,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,1,1,0,0,0,30,60
25/06/2018,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,1,0,0,0,10,30
24/06/2018,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,5,27,327,1065,0,10,100
25/06/2018,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,8,0,0,0,50,75
24/06/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,3,3,0,0,0,10,20
25/06/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CILILITAN,1,1,1,3,0,10,30
4/3/2018,Jakarta Selatan,PANCORAN,RAWAJATI,1,4,0,0,0,30,80
4/3/2018,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,3,3,0,0,0,10,50
4/3/2018,Jakarta Selatan,TEBET,KEBON BARU,1,1,0,0,0,30,30
4/3/2018,Jakarta Timur,JATINEGARA,BIDARA CINA,2,3,0,0,0,10,50
4/3/2018,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,5,26,303,1000,0,10,100
4/3/2018,Jakarta Timur,KRAMAT JATI,CAWANG,5,0,0,0,0,10,50
4/3/2018,Jakarta Timur,KRAMAT JATI,CILILITAN,2,0,0,0,0,50,100
12/3/2018,Jakarta Timur,MAKASAR,CIPINANG MELAYU,2,9,0,0,0,10,10
22/04/2018,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,1,1,0,0,0,,
4/4/2018,Jakarta Timur,CAKUNG,JATINEGARA,1,1,0,0,0,50,90
18/04/2018,Jakarta Timur,CAKUNG,PENGGILINGAN,1,1,0,0,0,20,30
4/4/2018,Jakarta Timur,MAKASAR,CIPINANG MELAYU,2,3,0,0,0,5,10
4/4/2018,Jakarta Timur,PULOGADUNG,RAWAMANGUN,1,1,0,0,0,20,50
8/4/2018,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,5,27,300,988,0,5,60
8/4/2018,Jakarta Timur,JATINEGARA,BIDARA CINA,3,6,0,0,0,10,35
8/4/2018,Jakarta Timur,KRAMAT JATI,CAWANG,5,21,0,0,0,10,60
26/11/2018,Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,1,1,0,0,0,2,15
26/11/2018,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,1,5,0,0,0,5,10
27/11/2018,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,2,0,0,0,5,30
9/11/2018,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,1,4,0,0,0,10,20
12/11/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,3,3,0,0,0,10,30
28/11/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,2,2,0,0,0,10,30
28/11/2018,Jakarta Selatan,KEC. CILANDAK,KEL. GANDARIA SELATAN,2,4,0,0,0,60,70
28/11/2018,Jakarta Selatan,KEC. PESANGGRAHAN,KEL. ULUJAMI,1,1,825,4000,0,40,70
11/11/2018,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,2,10,560,1858,0,30,50
11/11/2018,Jakarta Timur,KEC. JATINEGARA,KEL. CIPINANG MUARA,1,3,60,240,0,60,80
12/11/2018,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,25,235,789,0,10,100
12/11/2018,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,5,168,710,0,20,60
11/11/2018,Jakarta Timur,KEC. CIRACAS,KEL. RAMBUTAN,1,1,0,0,0,10,30
12/11/2018,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,4,2,0,0,0,10,50
29/11/2018,Jakarta Timur,KEC. CAKUNG,KEL. JATINEGARA,1,1,0,0,0,10,15
29/11/2018,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,1,1,0,0,0,5,20
4/12/2018,Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,1,1,0,0,0,5,10
4/12/2018,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,1,3,0,0,0,3,10
7/12/2018,Jakarta Utara,KEC. PENJARINGAN,KEL. PENJARINGAN,1,0,0,0,0,5,10
4/12/2018,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,3,0,0,0,6,10
12/12/2018,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,7,12,0,0,0,15,60
12/12/2018,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG TIMUR,1,1,0,0,0,20,30
12/12/2018,Jakarta Barat,KEC. CENGKARENG,KEL. DURI KOSAMBI,3,6,34,77,0,10,40
12/12/2018,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,1,1,0,0,0,50,50
4/12/2018,Jakarta Selatan,KEC. CILANDAK,KEL. CILANDAK BARAT,2,2,0,0,0,20,60
13/12/2018,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,1,4,0,0,0,20,60
10/12/2018,Jakarta Selatan,KEC. PANCORAN,KEL. KALIBATA,1,5,0,0,0,30,30
10/12/2018,Jakarta Selatan,KEC. PANCORAN,KEL. DUREN TIGA,1,1,0,0,0,70,70
10/12/2018,Jakarta Selatan,KEC. MAMPANG PRAPATAN,KEL. BANGKA,3,5,0,0,0,50,80
10/12/2018,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,4,27,0,0,0,10,40
13/12/2018,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,1,1,0,0,0,20,40
13/12/2018,Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,2,3,0,0,0,10,100
13/12/2018,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,2,0,0,0,30,80
11/12/2018,Jakarta Selatan,KEC. PESANGGRAHAN,KEL. ULUJAMI,1,8,0,0,0,20,40
3/12/2018,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,1,1,0,0,0,10,100
3/12/2018,Jakarta Timur,KEC. CAKUNG,KEL. CAKUNG TIMUR,1,4,210,800,0,20,20
6/12/2018,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,1,1,0,0,0,10,30
11/12/2018,Jakarta Timur,KEC. CIRACAS,KEL. RAMBUTAN,2,4,0,0,0,10,50
2/3/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL.CAWANG,5,11,0,0,0,10,80
3/3/2019,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,1,5,0,0,0,5,10
6/3/2019,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,1,1,0,0,0,10,10
25/03/2019,Jakarta Timur,KEC. CAKUNG,KEL. JATINEGARA,1,1,0,0,0,20,20
31/03/2019,Jakarta Timur,KEC. PASAR REBO,KEL. KALISARI,1,1,0,0,0,50,50
31/03/2019,Jakarta Timur,KEC. CIRACAS,KEL. CIRACAS,1,1,0,0,0,50,50
1/2/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,2,2,0,0,0,5,5
1/2/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,1,1,0,0,0,50,60
1/2/2019,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,3,0,0,0,5,5
11/2/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. GROGOL SELATAN,1,1,0,0,0,10,50
16/02/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,2,3,0,0,0,40,40
16/02/2019,Jakarta Selatan,"KEC, PASAR MINGGU",KEL. PEJATEN TIMUR,4,5,86,171,0,40,80
19/02/2019,Jakarta Selatan,"KEC, PASAR MINGGU",KEL. CILANDAK TIMUR,1,2,0,0,0,60,60
16/02/2019,Jakarta Selatan,KEC. PANCORAN,KEL. PENGEDEGAN,1,1,4,12,0,80,80
16/02/2019,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,2,6,0,0,0,20,70
16/02/2019,Jakarta Selatan,KEC. PANCORAN,KEL. DUREN TIGA,1,4,0,0,0,40,70
16/02/2019,Jakarta Selatan,KEC. PANCORAN,KEL. KALIBATA,1,1,0,0,0,30,40
16/02/2019,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,1,0,0,0,5,10
26/02/2019,Jakarta Selatan,KEC. TEBET,KEL. MANGGARAI,1,2,0,0,0,15,15
16/02/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL PETOGOGAN,2,27,0,0,0,30,50
16/02/2019,Jakarta Selatan,KEC. MAMPANG,KEL. KUNINGAN BARAT,1,6,0,0,0,20,40
19/02/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. CIPEDAK,1,2,0,0,0,50,70
19/02/2019,Jakarta Selatan,KEC. CILANDAK,KEL. CILANDAK BARAT,1,1,0,0,0,40,50
11/2/2019,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,2,13,0,0,0,40,60
11/2/2019,Jakarta Timur,KEC. PASAR REBO,KEL. PEKAYON,2,5,0,0,0,20,60
11/2/2019,Jakarta Timur,KEC. JATINEGARA,KEL. CIPINANG MUARA,1,3,0,0,0,20,40
16/02/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,26,308,1003,0,10,100
16/02/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,12,0,0,0,40,135
16/02/2019,Jakarta Timur,KEC.KRAMAT JATI,KEL BALEKAMBANG,1,3,0,0,0,15,120
16/02/2019,Jakarta Timur,KEC.KRAMAT JATI,KEL. CAWANG,5,14,0,0,0,20,80
16/02/2019,Jakarta Timur,KEC.KRAMAT JATI,KEL. CILILITAN,2,5,0,0,0,20,90
30/05/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,2,4,0,0,0,10,30
6/5/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,6,150,355,0,20,40
30/05/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,1,0,0,0,10,20
30/05/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,1,1,0,0,0,10,30
6/5/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,3,5,0,0,0,5,20
6/5/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,4,0,0,0,20,30
30/05/2019,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,2,11,0,0,0,20,100
17/12/2019,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,1,1,0,0,0,15,15
17/12/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. SUKABUMI SELATAN,6,6,0,0,0,20,100
17/12/2019,Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,1,1,0,0,0,20,30
27/12/2019,Jakarta Barat,KEC. PALMERAH,KEL. PALMERAH,1,1,0,0,0,40,40
25/12/2019,Jakarta Barat,KEC. KALI DERES,KEL. TEGAL ALUR,3,7,210,1264,0,30,70
25/12/2019,Jakarta Barat,KEC. KALI DERES,KEL. KAMAL,1,1,0,0,0,30,30
23/12/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,5,8,0,0,0,20,60
26/12/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,2,8,0,0,0,25,75
26/12/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,1,0,0,0,25,40
27/12/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. KEBAYORAN LAMA SELATAN,1,1,0,0,0,50,50
27/12/2019,Jakarta Selatan,KEC. CILANDAK,KEL CILANDAK BARAT,1,1,0,0,0,60,60
27/12/2019,Jakarta Selatan,KEC. CILANDAK,KEL PONDOK LABU,4,10,0,0,0,30,70
27/12/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,2,4,0,0,0,20,75
27/12/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,1,1,0,0,0,45,45
27/12/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. GUNUNG,1,6,0,0,0,50,80
23/12/2019,Jakarta Timur,KEC. MAKASAR,KEL. KEBON PALA,3,3,0,0,0,30,50
27/12/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL. BATU AMPAR,1,1,0,0,0,40,40
27/12/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,1,2,0,0,0,50,50
27/12/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,25,106,337,0,20,40
27/12/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,1,10,0,0,0,20,50
20/04/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,1,1,0,0,0,3,10
2/4/2019,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG BARAT,3,17,0,0,0,30,50
28/04/2019,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,2,5,0,0,0,20,80
8/4/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,1,7,0,0,0,10,30
27/04/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,2,2,44,138,209,40,110
27/04/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,1,1,0,0,0,20,20
2/4/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,2,19,0,0,0,10,40
7/1/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,4,5,0,0,0,3,20
20/01/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,4,6,0,0,0,3,40
30/01/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PEJAGALAN,1,1,0,0,0,10,15
30/01/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PENJARINGAN,2,2,0,0,0,5,10
25/01/2019,Jakarta Utara,KEC. CILINCING,KEL. ROROTAN,1,1,0,0,0,10,20
30/01/2019,Jakarta Utara,KEC. CILINCING,KEL. SUKAPURA,1,1,0,0,0,10,20
30/01/2019,Jakarta Utara,KEC. CILINCING,KEL. CILINCING,2,3,0,0,0,10,20
30/01/2019,Jakarta Utara,KEC. CILINCING,KEL. SEMPER TIMUR,4,11,0,0,0,5,30
30/01/2019,Jakarta Utara,KEC. CILINCING,KEL. MARUNDA,2,4,0,0,0,10,20
30/01/2019,Jakarta Utara,KEC. KELAPA GADING,KEL. PEGANGSAAN DUA,1,1,0,0,0,10,30
30/01/2019,Jakarta Utara,KEC. KELAPA GADING,KEL. KELAPA GADING BARAT,3,3,0,0,0,10,20
30/01/2019,Jakarta Utara,KEC. KOJA,KEL. KEL. TUGU SELATAN,1,3,0,0,0,10,30
30/01/2019,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. TANJUNG PRIOK,2,2,0,0,0,10,25
4/1/2019,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,3,0,0,0,3,10
25/01/2019,Jakarta Barat,KEC. KALIDERES,KEL. TEGAL ALUR,1,1,0,0,0,40,50
25/01/2019,Jakarta Barat,KEC. KALIDERES,KEL. PEGADUNGAN,1,1,0,0,0,40,60
18/01/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. DURI KEPA,1,1,0,0,0,25,25
25/01/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,1,1,0,0,0,30,40
25/01/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA UTARA,1,7,0,0,0,20,30
25/01/2019,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG TIMUR,1,11,0,0,0,10,70
25/01/2019,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,4,18,0,0,0,10,60
30/01/2019,Jakarta Barat,KEC. CENGKARENG,KEL. DURI KOSAMBI,2,7,0,0,0,30,40
30/01/2019,Jakarta Barat,KEC. CENGKARENG,KEL. KEDAUNG KALI ANGKE,1,3,0,0,0,15,20
25/01/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. WIJAYA KUSUMA,1,1,0,0,0,10,20
25/01/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,5,8,0,0,0,10,30
25/01/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,3,7,0,0,0,15,20
12/1/2019,Jakarta Barat,KEC. PALMERAH,KEL. JATI PULO,1,1,0,0,0,40,40
12/1/2019,Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,1,1,0,0,0,20,20
13/01/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATIPADANG,1,3,65,240,0,30,60
8/1/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,2,4,70,213,0,10,30
30/01/2019,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,2,2,0,0,0,15,30
9/10/2019,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,2,0,0,0,10,30
9/10/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,6,0,0,0,60,100
9/10/2019,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,1,1,0,0,0,30,30
9/10/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,5,22,318,1034,0,10,60
9/10/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,4,73,169,0,20,40
9/10/2019,Jakarta Timur,KEC. MAKASAR,KEL. BALEKAMBANG,1,2,0,0,0,10,40
9/10/2019,Jakarta Timur,KEC. MAKASAR,KEL. CAWANG,2,5,0,0,0,30,100
27/04/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,1,3,0,0,0,30,90
2/4/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,5,1,0,0,0,20,50
24/04/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,7,380,875,0,100,220
24/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,3,4,167,639,539,10,250
26/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,3,7,0,0,0,30,100
26/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. CIKOKO,1,1,0,0,0,20,30
24/04/2019,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,3,0,7,7,10,50
24/04/2019,Jakarta Selatan,KEC. TEBET,KEL. MANGGARAI,1,2,0,0,0,50,100
26/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. LENTENG AGUNG,1,1,0,0,0,30,50
26/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. SRENGSENG SAWAH,1,2,0,0,0,30,30
30/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,1,1,0,0,0,10,20
27/04/2019,Jakarta Selatan,KEC. MAMPANG PRAPATAN,KEL. BANGKA,1,1,0,0,0,35,70
27/04/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,2,4,0,0,0,10,60
30/04/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,1,0,0,0,10,20
27/04/2019,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,1,2,0,0,0,10,50
2/4/2019,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,3,11,0,0,0,20,60
